0	0.43901
0.5	0.44216
1	0.45178
1.5	0.45451
2	0.46082
2.5	0.46427
3	0.46719
3.5	0.47401
4	0.47494
4.5	0.47773
5	0.48284
5.5	0.48421
6	0.48739
6.5	0.48917
7	0.49182
7.5	0.49551
8	0.49842
8.5	0.4991
9	0.50015
9.5	0.5044
10	0.50446
10.5	0.5055
11	0.50763
11.5	0.51001
12	0.5142
12.5	0.51432
13	0.51421
13.5	0.51711
14	0.51466
14.5	0.51949
15	0.52028
15.5	0.52323
16	0.52614
16.5	0.52559
17	0.52753
17.5	0.52785
18	0.52609
18.5	0.52868
19	0.52807
19.5	0.53098
20	0.53269
20.5	0.53153
21	0.53596
21.5	0.53651
22	0.53508
22.5	0.53602
23	0.53621
23.5	0.53805
24	0.53927
24.5	0.54017
25	0.54254
25.5	0.53946
26	0.54631
26.5	0.54602
27	0.54474
27.5	0.54391
28	0.54661
28.5	0.54574
29	0.55108
29.5	0.54626
30	0.54511
30.5	0.54816
31	0.55111
31.5	0.5493
32	0.54809
32.5	0.55116
33	0.55057
33.5	0.54903
34	0.55257
34.5	0.55279
35	0.55401
35.5	0.55598
36	0.5535
36.5	0.55413
37	0.55625
37.5	0.55708
38	0.55849
38.5	0.55639
39	0.55807
39.5	0.56068
40	0.5568
40.5	0.56134
41	0.56102
41.5	0.56158
42	0.56014
42.5	0.55767
43	0.55985
43.5	0.56026
44	0.56143
44.5	0.56049
45	0.56232
45.5	0.56115
46	0.56206
46.5	0.56335
47	0.56451
47.5	0.56326
48	0.56467
48.5	0.56493
49	0.56324
49.5	0.56499
50	0.56443
50.5	0.56679
51	0.5675
51.5	0.56555
52	0.56479
52.5	0.56848
53	0.56706
53.5	0.57119
54	0.56901
54.5	0.56963
55	0.57036
55.5	0.57218
56	0.56992
56.5	0.56787
57	0.57208
57.5	0.5696
58	0.57048
58.5	0.57032
59	0.57177
59.5	0.56957
60	0.57461
60.5	0.57246
61	0.57169
61.5	0.57101
62	0.57301
62.5	0.57392
63	0.57127
63.5	0.57339
64	0.57434
64.5	0.57556
65	0.57171
65.5	0.57253
66	0.57478
66.5	0.57629
67	0.57717
67.5	0.57591
68	0.57312
68.5	0.5771
69	0.57619
69.5	0.57858
70	0.57729
70.5	0.57626
