0	0
4.9E-8	1.32118E-10
9.8E-8	5.53624E-10
1.47E-7	1.30743E-9
1.96E-7	2.44451E-9
2.45E-7	4.02568E-9
2.94E-7	6.12365E-9
3.43E-7	8.82549E-9
3.92E-7	1.22355E-8
4.41E-7	1.64786E-8
4.9E-7	2.1703E-8
5.39E-7	2.80841E-8
5.88E-7	3.5825E-8
6.37E-7	4.51568E-8
6.86E-7	5.63328E-8
7.35E-7	6.96175E-8
7.84E-7	8.52677E-8
8.33E-7	1.03507E-7
8.82E-7	1.24496E-7
9.31E-7	1.4831E-7
9.8E-7	1.74926E-7
1.029E-6	2.04223E-7
1.078E-6	2.36009E-7
1.127E-6	2.70039E-7
1.176E-6	3.0605E-7
1.225E-6	3.43781E-7
1.274E-6	3.8299E-7
1.323E-6	4.23457E-7
1.372E-6	4.64993E-7
1.421E-6	5.07436E-7
1.47E-6	5.5065E-7
1.519E-6	5.94519E-7
1.568E-6	6.38948E-7
1.617E-6	6.83858E-7
1.666E-6	7.29181E-7
1.715E-6	7.74862E-7
1.764E-6	8.20853E-7
1.813E-6	8.67116E-7
1.862E-6	9.13617E-7
1.911E-6	9.60327E-7
1.96E-6	1.00722E-6
2.009E-6	1.05428E-6
2.058E-6	1.10149E-6
2.107E-6	1.14882E-6
2.156E-6	1.19628E-6
2.205E-6	1.24384E-6
2.254E-6	1.29149E-6
2.303E-6	1.33923E-6
2.352E-6	1.38705E-6
2.401E-6	1.43494E-6
2.45E-6	1.4829E-6
2.499E-6	1.53091E-6
2.548E-6	1.57898E-6
2.597E-6	1.6271E-6
2.646E-6	1.67527E-6
2.695E-6	1.72348E-6
2.744E-6	1.77173E-6
2.793E-6	1.82002E-6
2.842E-6	1.86834E-6
2.891E-6	1.91669E-6
2.94E-6	1.96507E-6
2.989E-6	2.01348E-6
3.038E-6	2.06192E-6
3.087E-6	2.11037E-6
3.136E-6	2.15886E-6
3.185E-6	2.20736E-6
3.234E-6	2.25588E-6
3.283E-6	2.30442E-6
3.332E-6	2.35298E-6
3.381E-6	2.40156E-6
3.43E-6	2.45015E-6
3.479E-6	2.49876E-6
3.528E-6	2.54738E-6
3.577E-6	2.59601E-6
3.626E-6	2.64465E-6
3.675E-6	2.69331E-6
3.724E-6	2.74198E-6
3.773E-6	2.79066E-6
3.822E-6	2.83935E-6
3.871E-6	2.88805E-6
3.92E-6	2.93676E-6
3.969E-6	2.98548E-6
4.018E-6	3.03421E-6
4.067E-6	3.08294E-6
