0	1.03E-06
4.90E-08	9.84E-07
9.80E-08	9.35E-07
1.47E-07	8.86E-07
1.96E-07	8.37E-07
2.45E-07	7.88E-07
2.94E-07	7.39E-07
3.43E-07	6.90E-07
3.92E-07	6.41E-07
4.41E-07	5.92E-07
4.90E-07	5.43E-07
5.39E-07	4.94E-07
5.88E-07	4.46E-07
6.37E-07	3.97E-07
6.86E-07	3.48E-07
7.35E-07	2.99E-07
7.84E-07	2.51E-07
8.33E-07	2.02E-07
8.82E-07	1.54E-07
9.31E-07	1.07E-07
9.80E-07	6.28E-08
1.03E-06	2.75E-08
1.08E-06	1.17E-08
1.13E-06	6.64E-09
1.18E-06	4.54E-09
1.23E-06	3.43E-09
1.27E-06	2.76E-09
1.32E-06	2.30E-09
1.37E-06	1.97E-09
1.42E-06	1.73E-09
1.47E-06	1.53E-09
1.52E-06	1.38E-09
1.57E-06	1.26E-09
1.62E-06	1.15E-09
1.67E-06	1.06E-09
1.72E-06	9.86E-10
1.76E-06	9.20E-10
1.81E-06	8.63E-10
1.86E-06	8.12E-10
1.91E-06	7.67E-10
1.96E-06	7.26E-10
2.01E-06	6.90E-10
2.06E-06	6.57E-10
2.11E-06	6.27E-10
2.16E-06	6.00E-10
2.21E-06	5.75E-10
2.25E-06	5.52E-10
2.30E-06	5.30E-10
2.35E-06	5.11E-10
2.40E-06	4.92E-10
2.45E-06	4.75E-10
2.50E-06	4.60E-10
2.55E-06	4.45E-10
2.60E-06	4.31E-10
2.65E-06	4.18E-10
2.70E-06	4.05E-10
2.74E-06	3.94E-10
2.79E-06	3.83E-10
2.84E-06	3.73E-10
2.89E-06	3.63E-10
2.94E-06	3.53E-10
2.99E-06	3.45E-10
3.04E-06	3.36E-10
3.09E-06	3.28E-10
3.14E-06	3.21E-10
3.19E-06	3.13E-10
3.23E-06	3.06E-10
3.28E-06	3.00E-10
3.33E-06	2.93E-10
3.38E-06	2.87E-10
3.43E-06	2.81E-10
3.48E-06	2.76E-10
3.53E-06	2.70E-10
3.58E-06	2.65E-10
3.63E-06	2.60E-10
3.68E-06	2.55E-10
3.72E-06	2.51E-10
3.77E-06	2.46E-10
3.82E-06	2.42E-10
3.87E-06	2.38E-10
3.92E-06	2.34E-10
3.97E-06	2.30E-10
4.02E-06	2.26E-10
4.07E-06	2.22E-10
4.12E-06	2.19E-10
4.17E-06	2.15E-10
4.21E-06	2.12E-10
4.26E-06	2.09E-10
4.31E-06	2.06E-10
4.36E-06	2.03E-10
4.41E-06	2.00E-10
4.46E-06	1.97E-10
4.51E-06	1.94E-10
4.56E-06	1.91E-10
4.61E-06	1.89E-10
4.66E-06	1.86E-10
4.70E-06	1.84E-10
4.75E-06	1.81E-10
4.80E-06	1.79E-10
4.85E-06	1.77E-10
4.90E-06	1.74E-10
4.95E-06	1.72E-10
5.00E-06	1.70E-10
5.05E-06	1.68E-10
5.10E-06	1.66E-10
5.15E-06	1.64E-10
5.19E-06	1.62E-10
5.24E-06	1.60E-10
5.29E-06	1.58E-10
5.34E-06	1.57E-10
5.39E-06	1.55E-10
5.44E-06	1.53E-10
5.49E-06	1.51E-10
5.54E-06	1.50E-10
5.59E-06	1.48E-10
5.64E-06	1.47E-10
5.68E-06	1.45E-10
5.73E-06	1.43E-10
5.78E-06	1.42E-10
5.83E-06	1.41E-10
5.88E-06	1.39E-10
5.93E-06	1.38E-10
5.98E-06	1.36E-10
6.03E-06	1.35E-10
